Country,Year,Month,Branch,Position,Name,Status,Gender,File,CIA Updated,Created,First Name,ga_first_name,ga_gender,ga_accuracy,ga_samples
Vanuatu,2020,January,NA,Min. for Finance,Gaetan PIKIOUNE,Titular,NA,January2020ChiefsDirectory.pdf,6-Sep-19,10/6/2021 1:05,Gaetan,Gaetan,male,98,7605
Vanuatu,2020,January,NA,Min. for Health,Norris KALMET,Titular,NA,January2020ChiefsDirectory.pdf,6-Sep-19,10/6/2021 1:05,Norris,Norris,male,93,379
Vanuatu,2020,January,NA,Min. for Justice & Community Services,Don KEN,Titular,NA,January2020ChiefsDirectory.pdf,6-Sep-19,10/6/2021 1:05,Don,Don,male,98,23550
Vanuatu,2020,January,NA,"Min. for Lands, Geology, Mines, Energy, & Water Resources",Alfred MOAH,Titular,NA,January2020ChiefsDirectory.pdf,6-Sep-19,10/6/2021 1:05,Alfred,Alfred,male,98,12096
Vanuatu,2020,January,NA,"Governor, Reserve Bank of Vanuatu",Simeon Malachi ATHY,Titular,NA,January2020ChiefsDirectory.pdf,6-Sep-19,10/6/2021 1:05,Simeon Malachi,Simeon Malachi,male,99,5830
Vanuatu,2020,January,NA,Ambassador to the US,Odo TEVI,Titular,NA,January2020ChiefsDirectory.pdf,6-Sep-19,10/6/2021 1:05,Odo,Odo,male,90,113
Venezuela,2020,January,NA,Pres.,Nicolas MADURO Moros,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Nicolas  Moros,Nicolas,male,98,119
Venezuela,2020,January,NA,Executive Vice Pres.,Delcy RODRIGUEZ Gomez,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Delcy  Gomez,Delcy,female,75,4
Venezuela,2020,January,NA,Min. of Agricultural Production & Lands,Wilmar CASTRO Soteldo,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Wilmar  Soteldo,Wilmar,female,65,23
Venezuela,2020,January,NA,Min. of Borders,"Jose IZQUIERDO Torres, Maj. Gen.",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Jose  Torres,Jose Torres,male,99,4833
Venezuela,2020,January,NA,Min. of Communes & Social Movements,Blanca EEKHOUT Gomez,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Blanca  Gomez,Blanca,female,99,145
Venezuela,2020,January,NA,Min. of Communications & Information,Jorge RODRIGUEZ Gomez,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Jorge  Gomez,Jorge,male,99,1531
Venezuela,2020,January,NA,Min. of Culture,Ernesto VILLEGAS Poljak,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Ernesto  Poljak,Ernesto,male,99,295
Venezuela,2020,January,NA,Min. of Defense,"Vladimir PADRINO Lopez, Gen.",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Vladimir  Lopez,Vladimir Lopez,male,99,106
Venezuela,2020,January,NA,Min. of Ecological Mining Development,Victor CANO Pacheco,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Victor  Pacheco,Victor Pacheco,male,99,1116
Venezuela,2020,January,NA,Min. of Economy & Finance,Simon ZERPA Delgado,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Simon  Delgado,Simon Delgado,male,98,191
Venezuela,2020,January,NA,Min. of Ecosocialism,Heryck RANGEL Hernandez,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Heryck  Hernandez,Hernandez,unknown,50,2
Venezuela,2020,January,NA,Min. of Education,Aristobulo ISTURIZ Almeida,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Aristobulo  Almeida,Almeida,female,67,3
Venezuela,2020,January,NA,Min. of Electricity,"Luis Alfredo MOTTA DOMINGUEZ, Gen.",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Luis Alfredo,Luis Alfredo,male,100,68
Venezuela,2020,January,NA,Min. of Fisheries & Aquaculture,Dante RIVAS Quijada,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Dante  Quijada,Dante,male,100,16
Venezuela,2020,January,NA,Min. of Foreign Affairs,Jorge ARREAZA Montserrat,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Jorge  Montserrat,Jorge Montserrat,male,98,1539
Venezuela,2020,January,NA,Min. of Foreign Trade & Intl. Investment,Yomana KOTEICH Khatib,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Yomana  Khatib,Yomana  Khatib,male,89,127
Venezuela,2020,January,NA,Min. of Ground Transportation,Hipolito ABREU Paez,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Hipolito  Paez,Paez,unknown,50,2
Venezuela,2020,January,NA,Min. of Health,Carlos ALVARADO Gonzalez,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Carlos  Gonzalez,Carlos Gonzalez,male,99,4349
Venezuela,2020,January,NA,"Min. of Housing, Habitats, & Ecosocialism","Ildemaro VILLAROEL Arismendi, Div. Gen.",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Ildemaro  Arismendi,Ildemaro,male,100,17
Venezuela,2020,January,NA,Min. of Indigenous Peoples,Aloha NUNEZ Gutierrez,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Aloha  Gutierrez,Gutierrez,male,75,4
Venezuela,2020,January,NA,Min. of Industry & National Production,Tareck EL AISSAMI Maddah,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Tareck   Maddah,Tareck   Maddah,male,88,49
Venezuela,2020,January,NA,"Min. of Interior, Justice, & Peace","Nestor REVEROL Torres, Maj. Gen.",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Nestor  Torres,Nestor Torres,male,99,344
Venezuela,2020,January,NA,Min. of Labor,Eduardo PINATE Rodriguez,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Eduardo  Rodriguez,Eduardo Rodriguez,male,99,1236
Venezuela,2020,January,NA,Min. of Nutrition,"Luis Alberto MEDINA Ramirez, Maj. Gen.",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Luis Alberto  Ramirez,Luis Alberto Ramirez,male,99,4824
Venezuela,2020,January,NA,Min. of the Office of the Presidency & Govt. Performance Monitoring,"Jorge MARQUEZ Monsalve, Col.",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Jorge  Monsalve,Jorge,male,99,1531
Venezuela,2020,January,NA,Min. of Penitentiary Services,Iris VARELA Rangel,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Iris  Rangel,Iris,female,97,150
Venezuela,2020,January,NA,Min. of Petroleum & Mining,"Manuel QUEVEDO Fernandez, Gen.",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Manuel  Fernandez,Manuel Fernandez,male,100,1290
Venezuela,2020,January,NA,Min. of Planning,Ricardo MENENDEZ Prieto,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Ricardo  Prieto,Ricardo,male,100,977
Venezuela,2020,January,NA,Min. of Public Works,Marleny CONTRERAS Hernandez,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Marleny  Hernandez,Marleny Hernandez,female,91,22
Venezuela,2020,January,NA,Min. of Strategic & Socialist Industries,Juan ARIAS Palacio,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Juan  Palacio,Juan,male,100,1796
Venezuela,2020,January,NA,Min. of Tourism,Stella LUGO de Montilla,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Stella  de Montilla,Stella De,female,86,14
Venezuela,2020,January,NA,"Min. of University Education, Science, & Technology",Hugbel ROA Caruci,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Hugbel  Caruci,,male,67,3
Venezuela,2020,January,NA,Min. of Urban Agriculture,Mayerlin ARIAS,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Mayerlin,Mayerlin,female,99,92
Venezuela,2020,January,NA,Min. of Water,Evelyn VASQUEZ Figuera,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Evelyn  Figuera,Evelyn,female,100,200
Venezuela,2020,January,NA,Min. of Women & Gender Equality,Caryl BERTHO de Acosta,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Caryl  de Acosta,De,female,67,3
Venezuela,2020,January,NA,Min. of Youth & Sports,Pedro INFANTE Aparicio,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Pedro  Aparicio,Pedro Aparicio,male,100,1327
Venezuela,2020,January,NA,Attorney Gen.,Tarek SAAB Halabi,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Tarek  Halabi,Tarek,male,100,6
Venezuela,2020,January,NA,"Chief, Capital District Govt.",Carolina CESTARI Vasquez,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Carolina  Vasquez,Carolina Vasquez,female,98,885
Venezuela,2020,January,NA,"Pres., Central Bank",Calixto ORTEGA Sanchez,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Calixto  Sanchez,Calixto Sanchez,male,92,12
Venezuela,2020,January,NA,"Permanent Representative to the UN, New York",Samuel MONCADA Acosta,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Samuel  Acosta,Samuel,male,100,349
Vietnam,2020,January,NA,Pres.,Nguyen Phu TRONG,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Nguyen Phu,Nguyen Phu,male,85,13
Vietnam,2020,January,NA,Vice Pres.,Dang Thi Ngoc THINH,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Dang Thi Ngoc,Dang Thi Ngoc,female,56,4400
Vietnam,2020,January,NA,Prime Min.,Nguyen Xuan PHUC,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Nguyen Xuan,Nguyen Xuan,male,95,129
Vietnam,2020,January,NA,Dep. Prime Min.,Truong Hoa BINH,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Truong Hoa,Truong Hoa,unknown,50,2
Vietnam,2020,January,NA,Dep. Prime Min.,Vuong Dinh HUE,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Vuong Dinh,Vuong Dinh,male,78,1662
Vietnam,2020,January,NA,Dep. Prime Min.,Trinh Dinh DUNG,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Trinh Dinh,Trinh Dinh,male,100,3
Vietnam,2020,January,NA,Dep. Prime Min.,Vu Duc DAM,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Vu Duc,Vu Duc,male,100,38
Vietnam,2020,January,NA,Dep. Prime Min.,Pham Binh MINH,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Pham Binh,Pham Binh,male,69,3706
Vietnam,2020,January,NA,Min. of Construction,Pham Hong HA,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Pham Hong,Pham Hong,male,83,29
Vietnam,2020,January,NA,"Min. of Culture, Sports, & Tourism",Nguyen Ngoc THIEN,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Nguyen Ngoc,Nguyen Ngoc,male,78,243
Vietnam,2020,January,NA,Min. of Education & Training,Phung Xuan NHA,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Phung Xuan,Phung Xuan,male,100,4
Vietnam,2020,January,NA,Min. of Finance,Dinh Tien DUNG,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Dinh Tien,Dinh Tien,male,100,11
Vietnam,2020,January,NA,Min. of Home Affairs,Le Vinh TAN,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Le Vinh,Le Vinh,male,100,6
Vietnam,2020,January,NA,Min. of Industry & Trade,Tran Tuan ANH,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Tran Tuan,Tran Tuan,male,100,20
Vietnam,2020,January,NA,Min. of Information & Communications,Truong Minh TUAN,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Truong Minh,Truong Minh,male,94,17
Vietnam,2020,January,NA,Min. of Justice,Le Thanh LONG,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Le Thanh,Le Thanh,male,86,112
Vietnam,2020,January,NA,"Min. of Labor, War Invalids, & Social Affairs",Dao Ngoc DUNG,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Dao Ngoc,Dao Ngoc,male,86,7
Vietnam,2020,January,NA,Min. of National Defense,"Ngo Xuan LICH, Sr. Lt. Gen.",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Ngo Xuan,Ngo Xuan,male,100,14
Vietnam,2020,January,NA,Min. of Natural Resources & Environment,Tran Hong HA,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Tran Hong,Tran Hong,male,77,13
Vietnam,2020,January,NA,Min. of Planning & Investment,Nguyen Chi DUNG,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Nguyen Chi,Nguyen Chi,male,100,34
Vietnam,2020,January,NA,Min. of Public Health,Nguyen Thi Kim TIEN,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Nguyen Thi Kim,Nguyen Thi Kim,female,100,40
Vietnam,2020,January,NA,Min. of Public Security,"To LAM, Lt. Gen.",Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,To,To,male,66,140
Vietnam,2020,January,NA,Min. of Science & Technology,Chu Ngoc ANH,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Chu Ngoc,Chu Ngoc,female,64,3206
Vietnam,2020,January,NA,Min. of Transport,Truong Quang NGHIA,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Truong Quang,Truong Quang,male,80,5
Vietnam,2020,January,NA,"Chmn., Govt. Inspectorate",Le Minh KHAI,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Le Minh,Le Minh,male,84,86
Vietnam,2020,January,NA,"Chmn., Office of the Govt.",Mai Tien DUNG,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Mai Tien,Mai Tien,female,62,5005
Vietnam,2020,January,NA,"Chmn., State Ethnic Minorities Ctte.",Do Van CHIEN,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Do Van,Do Van,male,98,65
Vietnam,2020,January,NA,Ambassador to the US,Ha Kim NGOC,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Ha Kim,Ha Kim,female,68,4506
Vietnam,2020,January,NA,"Permanent Representative to the UN, New York",Dang Dinh QUY,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Dang Dinh,Dang Dinh,male,100,11
Yemen,2020,January,NA,Pres.,"Abd Rabuh Mansur HADI, Fd. Mar.",Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Abd Rabuh Mansur,Abd,male,90,31
Yemen,2020,January,NA,Vice Pres.,"ALI MUHSIN al-Ahmar, Lt. Gen.",Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,al-Ahmar,Al,male,98,50
Yemen,2020,January,NA,Prime Min.,Maeen Abd al-Malik SAEED,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Maeen Abd al-Malik,Maeen Abd,male,95,59
Yemen,2020,January,NA,Min. of Culture,Marwan Ahmad DAMAJ,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Marwan Ahmad,Marwan Ahmad,male,95,348
Yemen,2020,January,NA,Min. of Education,Abd al-Latif al-HAKIMI,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Abd al-Latif al,Abd Al,male,95,81
Yemen,2020,January,NA,Min. of Electricity,Abdallah Muhsin al-AKWA,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Abdallah Muhsin al,Abdallah Al,male,98,87
Yemen,2020,January,NA,Min. of Endowments and Religious Guidance,Ahmad Zubayan ATIYAH,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Ahmad Zubayan,Ahmad,male,93,198
Yemen,2020,January,NA,Min. of Expatriate Affairs,Alawi BAFAQIH,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Alawi,Alawi,male,100,16
Yemen,2020,January,NA,Min. of Finance,Ahmad Ubayd al-FADHLI,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Ahmad Ubayd al,Ahmad Al,male,94,248
Yemen,2020,January,NA,Min. of Fisheries,Fahad Salim KAFAYIN,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Fahad Salim,Fahad Salim,male,97,97
Yemen,2020,January,NA,Min. of Higher Education & Scientific Research,Husayn Abd al-Rahman BASALMA,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Husayn Abd al-Rahman,Abd,male,90,31
Yemen,2020,January,NA,Min. of Human Rights,Izz al-Din al-ASBAHI,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Izz al-Din al,Al,male,98,50
Yemen,2020,January,NA,Min. of Information,Muamar Mutahir al-IRYANI,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Muamar Mutahir al,Al,male,98,50
Yemen,2020,January,NA,Min. of Justice,Ali Haytham al-GHARIB,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Ali Haytham al,Ali Haytham Al,male,97,1225
Yemen,2020,January,NA,Min. of Legal Affairs,Nihal al-AWLAQI,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Nihal al,Al,male,98,50
Yemen,2020,January,NA,Min. of Local Admin.,Abd al-Raqib al-ASWADI,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Abd al-Raqib al,Abd Al,male,95,81
Yemen,2020,January,NA,Min. of Oil & Minerals,Sayf Muhsin al-SHARIF,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Sayf Muhsin al,Al,male,98,50
Yemen,2020,January,NA,Min. of Public Health & Population,"Nasir BA'UM, Dr.",Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Nasir,Nasir,male,75,4
Yemen,2020,January,NA,Min. of Public Works & Roads,Wahi Taha AMAN,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Wahi Taha,Taha,male,96,120
Yemen,2020,January,NA,Min. of Social Affairs & Labor,Samira UBAYD,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Samira,Samira,female,83,6
Yemen,2020,January,NA,Min. of State,Abd al-Rab Salih al-SALAMI,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Abd al-Rab Salih al,Abd Salih Al,male,95,84
Yemen,2020,January,NA,Min. of State for the Capital of Sanaa,Abd al-Ghani JAMIL,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Abd al-Ghani,Abd,male,90,31
Yemen,2020,January,NA,Min. of State for the Implementation of the National Dialogue,Yasir Abdallah al-RAINI,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Yasir Abdallah al,Yasir Abdallah Al,male,98,95
Yemen,2020,January,NA,Min. of Technical Education & Vocational Training,Abdallah Salim LAMLAS,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Abdallah Salim,Abdallah Salim,male,97,110
Yemen,2020,January,NA,Min. of Telecommunications & Information Technology,Lutfi BASHARIF,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Lutfi,Lutfi,male,100,9
Yemen,2020,January,NA,Min. of Tourism,Muhammad Abd al-Majid QUBATI,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Muhammad Abd al-Majid,Muhammad Abd,male,94,51
Yemen,2020,January,NA,Min. of Transport,Murad al-HALIMI,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Murad al,Murad Al,male,99,107
Yemen,2020,January,NA,Min. of Water & Environment,Izzi SHURAYM,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Izzi,Izzi,female,56,176
Yemen,2020,January,NA,Min. of Youth & Sports,Nayif al-BAKRI,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Nayif al,Al,male,98,50
Yemen,2020,January,NA,"Governor, Central Bank",Hafiz MA'YAD,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Hafiz,Hafiz,male,100,2
Yemen,2020,January,NA,Ambassador to the US,Ahmed Awad BIN MUBARAK,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Ahmed Awad,Ahmed Awad,male,97,1387
Yemen,2020,January,NA,"Permanent Representative to the UN, New York",Abdallah Ali Fadl al-SAADI,Titular,NA,January2020ChiefsDirectory.pdf,24-Jul-19,10/6/2021 1:05,Abdallah Ali Fadl al,Abdallah Ali Fadl Al,male,97,1258
Zambia,2020,January,NA,Vice Pres.,Inonge WINA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Inonge,Inonge,female,100,20
Zambia,2020,January,NA,Min. of Chiefs & Traditional Affairs,Lawrence John SICHALWE,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Lawrence John,Lawrence John,male,100,376
Zambia,2020,January,NA,"Min. of Commerce, Trade, & Industry",Margaret Mhango MWANAKATWE,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Margaret Mhango,Margaret,female,100,40
Zambia,2020,January,NA,Min. of Communications & Transport,Brian MUSHIMBA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Brian,Brian,male,99,226
Zambia,2020,January,NA,Min. of Community Development & Social Services,Olipa Mwansa PHIRI,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Olipa Mwansa,Mwansa,male,64,77
Zambia,2020,January,NA,Min. of Defense,Davies CHAMA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Davies,Davies,male,100,64
Zambia,2020,January,NA,Min. of Finance,Bwalya NG'ANDU,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Bwalya,Bwalya,male,62,111
Zambia,2020,January,NA,Min. of Fisheries & Livestock,Kampamba MULENGA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Kampamba,Kampamba,male,80,5
Zambia,2020,January,NA,Min. of Health,"Chitalu CHILUFYA, Dr.",Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Chitalu,Chitalu,unknown,50,14
Zambia,2020,January,NA,Min. of Higher Education,Nkandu LUO,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Nkandu,Nkandu,male,65,17
Zambia,2020,January,NA,Min. of Housing & Infrastructure Development,Ronald Kaoma CHITOTELA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Ronald Kaoma,Ronald Kaoma,male,89,45
Zambia,2020,January,NA,Min. of Information & Broadcasting Services,Dora SILIYA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Dora,Dora,female,100,5
Zambia,2020,January,NA,Min. of Justice,Given LUBINDA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Given,Given,male,100,85
Zambia,2020,January,NA,Min. of Labor & Social Security,Joyce Nonde-SIMUKOKO,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Joyce Nonde,Joyce Nonde,female,84,37
Zambia,2020,January,NA,Min. of National Guidance & Religious Affairs,Godfridah Nsenduluka SUMAILI,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Godfridah Nsenduluka,Godfridah,female,100,4
Zambia,2020,January,NA,"Min. of Presidential Affairs, State House",Chomba Freedom SIKAZWE,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Chomba Freedom,Chomba,male,78,23
Zambia,2020,January,NA,Min. of Tourism & Arts,Charles Romel BANDA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Charles Romel,Charles,male,100,233
Zambia,2020,January,NA,Min. of Works & Supply,Mutotwe KAFWAYA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Mutotwe,,,,
Zambia,2020,January,NA,"Min., Office of the Vice Pres.",Sylvia Bambala CHALIKOSA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Sylvia Bambala,Sylvia,female,100,21
Zambia,2020,January,NA,Attorney Gen.,Likando KALALUKA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Likando,Likando,male,55,11
Zambia,2020,January,NA,"Governor, Bank of Zambia",Denny KALYALYA,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Denny,Denny,male,100,5
Zambia,2020,January,NA,"Permanent Representative to the UN, New York",Lazarous KAPAMBWE,Titular,NA,January2020ChiefsDirectory.pdf,19-Jul-19,10/6/2021 1:05,Lazarous,Lazarous,male,100,26
Zimbabwe,2020,January,NA,Pres.,Emmerson Dambudzo MNANGAGWA,Titular,NA,January2020ChiefsDirectory.pdf,13-Nov-19,10/6/2021 1:05,Emmerson Dambudzo,Emmerson Dambudzo,male,75,8
Zimbabwe,2020,January,NA,Vice Pres.,"Constantino CHIWENGA, Gen. (Ret.)",Titular,NA,January2020ChiefsDirectory.pdf,13-Nov-19,10/6/2021 1:05,Constantino,Constantino,male,100,2
Zimbabwe,2020,January,NA,Vice Pres.,Kembo MOHADI,Titular,NA,January2020ChiefsDirectory.pdf,13-Nov-19,10/6/2021 1:05,Kembo,Kembo,male,100,2
Zimbabwe,2020,January,NA,Min. of Defense & War Veterans,Oppah MUCHINGURI-KASHIRI,Titular,NA,January2020ChiefsDirectory.pdf,13-Nov-19,10/6/2021 1:05,Oppah,Oppah,female,100,4
Zimbabwe,2020,January,NA,Min. of Energy & Power Development,Fortune CHASI,Titular,NA,January2020ChiefsDirectory.pdf,13-Nov-19,10/6/2021 1:05,Fortune,Fortune,male,100,61
